"July 7, 1917","Del Rio, TX","El ejemplo de la ley, los dos ajusticiados","Brokaw, “The Repertory”, Fall 1974, p. 33",Company: Compañía Hernández-Villalongín,https://stages.blogs.rice.edu/texas
1918,"San Antonio, TX 
San Fernando Cathedral Hall","El grito de Dolores o el cura Hidalgo 
El cinco de Mayo 
Maximiliano I, o el cerro de las campanas","Kanellos, A History, 1990, p. 74.",Company: Compañía Hernández-Villalongín,https://stages.blogs.rice.edu/texas
"March 9, 1919","San Antonio, TX 
Teatro Salón de la Unión",La mujer adúltera by José Pérez Escrich,"Kanellos, A History, 1990, p. 74.",Company: Compañía Hernández-Villalongín,https://stages.blogs.rice.edu/texas
"December 121, 9123","San Antonio, TX",El cuarto mandamiento by Miguel Pastorfido,"Brokaw, “The Repertory”, Fall 1974, p. 32",Company: Compañía Hernández-Villalongín,https://stages.blogs.rice.edu/texas
1926,"San Antonio, TX",Diálogo tapatío,"Brokaw, “The Repertory”, Fall 1974, p. 31",Company: Compañía Hernández-Villalongín,https://stages.blogs.rice.edu/texas
1900,"San Antonio, TX",,"Kanellos, A History, 1990, p. 71.",Company: Compañía Concepción Hernández-Villalongín,https://stages.blogs.rice.edu/texas
"March 11, 1911","San Antonio, TX","Una limosna por Dios
1 act play","Brokaw, “The Repertory”, Fall 1974, p. 27",Company: Compañía Hernández-Villalongín,https://stages.blogs.rice.edu/texas
"August 31, 1911","San Antonio, TX",La llorona by Francisco C. Neve,"Brokaw, “The Repertory”, Fall 1974, p. 31",Company: Compañía Hernández-Villalongín,https://stages.blogs.rice.edu/texas
"May and September, 1911","San Francisco, TX

Teatro Aurora","El jorobado o Enrique Lagardere 
Los damas de París o las dos huérfanas 
Don Juan Tenorio 
Chucho el Roto 
La abadía de Castro","Kanellos, A History, 1990, p. 74.",Company: Compañía Hernández-Villalongín,https://stages.blogs.rice.edu/texas
"September 11, 1911","San Antonio, TX",Basta de suegros (1 act comedy) by Eduardo Lustono,"Brokaw, “The Repertory”, Fall 1974, p. 31",Company: Compañía Hernández-Villalongín,https://stages.blogs.rice.edu/texas
"November 28, 1911","San Antonio, TX","San Felipe de Jesus 
4 act historical drama","Brokaw, “The Repertory”, Fall 1974, p. 32",Company: Compañía Hernández-Villalongín,https://stages.blogs.rice.edu/texas
"September 25, 1912","San Antonio, TX",La hija del rey by José Peón y Contreras,"Brokaw, “The Repertory”, Fall 1974, p. 32",Company: Compañía Hernández-Villalongín,https://stages.blogs.rice.edu/texas
October 1915,"San Antonio, TX

San Fernando Cathedral Hall","Los hijos del Pirato Rojo 
María la emparedada 
Tierra baja 
La huérfana de Bruselas","Kanellos, A History, 1990, p. 74.",Company: Compañía Hernández-Villalongín,https://stages.blogs.rice.edu/texas
"November, 1915","Laredo, TX",El sueño del Malvado by José María García,"Brokaw, “The Repertory”, Fall 1974, p. 30",Company: Compañía Hernández-Villalongín,https://stages.blogs.rice.edu/texas
"November, 1915","San Antonio, TX",La mancha de sangre by Ramón Valladares y Saavedra,"Brokaw, “The Repertory”, Fall 1974, p. 34",Company: Compañía Hernández-Villalongín,https://stages.blogs.rice.edu/texas
"July 7, 1917","Del Rio, TX","El ejemplo de la ley, los dos ajusticiados","Brokaw, “The Repertory”, Fall 1974, p. 33",Company: Compañía Hernández-Villalongín,https://stages.blogs.rice.edu/texas
1918,"San Antonio, TX 
San Fernando Cathedral Hall","El grito de Dolores o el cura Hidalgo 
El cinco de Mayo 
Maximiliano I, o el cerro de las campanas","Kanellos, A History, 1990, p. 74.",Company: Compañía Hernández-Villalongín,https://stages.blogs.rice.edu/texas
"March 9, 1919","San Antonio, TX 
Teatro Salón de la Unión",La mujer adúltera by José Pérez Escrich,"Kanellos, A History, 1990, p. 74.",Company: Compañía Hernández-Villalongín,https://stages.blogs.rice.edu/texas
"December 121, 9123","San Antonio, TX",El cuarto mandamiento by Miguel Pastorfido,"Brokaw, “The Repertory”, Fall 1974, p. 32",Company: Compañía Hernández-Villalongín,https://stages.blogs.rice.edu/texas
1926,"San Antonio, TX",Diálogo tapatío,"Brokaw, “The Repertory”, Fall 1974, p. 31",Company: Compañía Hernández-Villalongín,https://stages.blogs.rice.edu/texas
1900,"San Antonio, TX",,"Kanellos, A History, 1990, p. 71.",Company: Compañía Concepción Hernández-Villalongín,https://stages.blogs.rice.edu/texas
"March 11, 1911","San Antonio, TX","Una limosna por Dios
1 act play","Brokaw, “The Repertory”, Fall 1974, p. 27",Company: Compañía Hernández-Villalongín,https://stages.blogs.rice.edu/texas
"August 31, 1911","San Antonio, TX",La llorona by Francisco C. Neve,"Brokaw, “The Repertory”, Fall 1974, p. 31",Company: Compañía Hernández-Villalongín,https://stages.blogs.rice.edu/texas
"May and September, 1911","San Francisco, TX

Teatro Aurora","El jorobado o Enrique Lagardere 
Los damas de París o las dos huérfanas 
Don Juan Tenorio 
Chucho el Roto 
La abadía de Castro","Kanellos, A History, 1990, p. 74.",Company: Compañía Hernández-Villalongín,https://stages.blogs.rice.edu/texas
"September 11, 1911","San Antonio, TX",Basta de suegros (1 act comedy) by Eduardo Lustono,"Brokaw, “The Repertory”, Fall 1974, p. 31",Company: Compañía Hernández-Villalongín,https://stages.blogs.rice.edu/texas
"November 28, 1911","San Antonio, TX","San Felipe de Jesus 
4 act historical drama","Brokaw, “The Repertory”, Fall 1974, p. 32",Company: Compañía Hernández-Villalongín,https://stages.blogs.rice.edu/texas
"September 25, 1912","San Antonio, TX",La hija del rey by José Peón y Contreras,"Brokaw, “The Repertory”, Fall 1974, p. 32",Company: Compañía Hernández-Villalongín,https://stages.blogs.rice.edu/texas
October 1915,"San Antonio, TX

San Fernando Cathedral Hall","Los hijos del Pirato Rojo 
María la emparedada 
Tierra baja 
La huérfana de Bruselas","Kanellos, A History, 1990, p. 74.",Company: Compañía Hernández-Villalongín,https://stages.blogs.rice.edu/texas
"November, 1915","Laredo, TX",El sueño del Malvado by José María García,"Brokaw, “The Repertory”, Fall 1974, p. 30",Company: Compañía Hernández-Villalongín,https://stages.blogs.rice.edu/texas
"November, 1915","San Antonio, TX",La mancha de sangre by Ramón Valladares y Saavedra,"Brokaw, “The Repertory”, Fall 1974, p. 34",Company: Compañía Hernández-Villalongín,https://stages.blogs.rice.edu/texas
"July 7, 1917","Del Rio, TX","El ejemplo de la ley, los dos ajusticiados","Brokaw, “The Repertory”, Fall 1974, p. 33",Company: Compañía Hernández-Villalongín,https://stages.blogs.rice.edu/texas
1918,"San Antonio, TX 
San Fernando Cathedral Hall","El grito de Dolores o el cura Hidalgo 
El cinco de Mayo 
Maximiliano I, o el cerro de las campanas","Kanellos, A History, 1990, p. 74.",Company: Compañía Hernández-Villalongín,https://stages.blogs.rice.edu/texas
"March 9, 1919","San Antonio, TX 
Teatro Salón de la Unión",La mujer adúltera by José Pérez Escrich,"Kanellos, A History, 1990, p. 74.",Company: Compañía Hernández-Villalongín,https://stages.blogs.rice.edu/texas
"December 121, 9123","San Antonio, TX",El cuarto mandamiento by Miguel Pastorfido,"Brokaw, “The Repertory”, Fall 1974, p. 32",Company: Compañía Hernández-Villalongín,https://stages.blogs.rice.edu/texas
1926,"San Antonio, TX",Diálogo tapatío,"Brokaw, “The Repertory”, Fall 1974, p. 31",Company: Compañía Hernández-Villalongín,https://stages.blogs.rice.edu/texas
1900,"San Antonio, TX",,"Kanellos, A History, 1990, p. 71.",Company: Compañía Concepción Hernández-Villalongín,https://stages.blogs.rice.edu/texas
"March 11, 1911","San Antonio, TX","Una limosna por Dios
1 act play","Brokaw, “The Repertory”, Fall 1974, p. 27",Company: Compañía Hernández-Villalongín,https://stages.blogs.rice.edu/texas
"August 31, 1911","San Antonio, TX",La llorona by Francisco C. Neve,"Brokaw, “The Repertory”, Fall 1974, p. 31",Company: Compañía Hernández-Villalongín,https://stages.blogs.rice.edu/texas
"May and September, 1911","San Francisco, TX

Teatro Aurora","El jorobado o Enrique Lagardere 
Los damas de París o las dos huérfanas 
Don Juan Tenorio 
Chucho el Roto 
La abadía de Castro","Kanellos, A History, 1990, p. 74.",Company: Compañía Hernández-Villalongín,https://stages.blogs.rice.edu/texas
"September 11, 1911","San Antonio, TX",Basta de suegros (1 act comedy) by Eduardo Lustono,"Brokaw, “The Repertory”, Fall 1974, p. 31",Company: Compañía Hernández-Villalongín,https://stages.blogs.rice.edu/texas
"November 28, 1911","San Antonio, TX","San Felipe de Jesus 
4 act historical drama","Brokaw, “The Repertory”, Fall 1974, p. 32",Company: Compañía Hernández-Villalongín,https://stages.blogs.rice.edu/texas
"September 25, 1912","San Antonio, TX",La hija del rey by José Peón y Contreras,"Brokaw, “The Repertory”, Fall 1974, p. 32",Company: Compañía Hernández-Villalongín,https://stages.blogs.rice.edu/texas
October 1915,"San Antonio, TX

San Fernando Cathedral Hall","Los hijos del Pirato Rojo 
María la emparedada 
Tierra baja 
La huérfana de Bruselas","Kanellos, A History, 1990, p. 74.",Company: Compañía Hernández-Villalongín,https://stages.blogs.rice.edu/texas
"November, 1915","Laredo, TX",El sueño del Malvado by José María García,"Brokaw, “The Repertory”, Fall 1974, p. 30",Company: Compañía Hernández-Villalongín,https://stages.blogs.rice.edu/texas
"November, 1915","San Antonio, TX",La mancha de sangre by Ramón Valladares y Saavedra,"Brokaw, “The Repertory”, Fall 1974, p. 34",Company: Compañía Hernández-Villalongín,https://stages.blogs.rice.edu/texas
"July 7, 1917","Del Rio, TX","El ejemplo de la ley, los dos ajusticiados","Brokaw, “The Repertory”, Fall 1974, p. 33",Company: Compañía Hernández-Villalongín,https://stages.blogs.rice.edu/texas
1918,"San Antonio, TX 
San Fernando Cathedral Hall","El grito de Dolores o el cura Hidalgo 
El cinco de Mayo 
Maximiliano I, o el cerro de las campanas","Kanellos, A History, 1990, p. 74.",Company: Compañía Hernández-Villalongín,https://stages.blogs.rice.edu/texas
"March 9, 1919","San Antonio, TX 
Teatro Salón de la Unión",La mujer adúltera by José Pérez Escrich,"Kanellos, A History, 1990, p. 74.",Company: Compañía Hernández-Villalongín,https://stages.blogs.rice.edu/texas
"December 121, 9123","San Antonio, TX",El cuarto mandamiento by Miguel Pastorfido,"Brokaw, “The Repertory”, Fall 1974, p. 32",Company: Compañía Hernández-Villalongín,https://stages.blogs.rice.edu/texas
1926,"San Antonio, TX",Diálogo tapatío,"Brokaw, “The Repertory”, Fall 1974, p. 31",Company: Compañía Hernández-Villalongín,https://stages.blogs.rice.edu/texas
1900,"San Antonio, TX",,"Kanellos, A History, 1990, p. 71.",Company: Compañía Concepción Hernández-Villalongín,https://stages.blogs.rice.edu/texas
"March 11, 1911","San Antonio, TX","Una limosna por Dios
1 act play","Brokaw, “The Repertory”, Fall 1974, p. 27",Company: Compañía Hernández-Villalongín,https://stages.blogs.rice.edu/texas
"August 31, 1911","San Antonio, TX",La llorona by Francisco C. Neve,"Brokaw, “The Repertory”, Fall 1974, p. 31",Company: Compañía Hernández-Villalongín,https://stages.blogs.rice.edu/texas
"May and September, 1911","San Francisco, TX

Teatro Aurora","El jorobado o Enrique Lagardere 
Los damas de París o las dos huérfanas 
Don Juan Tenorio 
Chucho el Roto 
La abadía de Castro","Kanellos, A History, 1990, p. 74.",Company: Compañía Hernández-Villalongín,https://stages.blogs.rice.edu/texas
"September 11, 1911","San Antonio, TX",Basta de suegros (1 act comedy) by Eduardo Lustono,"Brokaw, “The Repertory”, Fall 1974, p. 31",Company: Compañía Hernández-Villalongín,https://stages.blogs.rice.edu/texas
"November 28, 1911","San Antonio, TX","San Felipe de Jesus 
4 act historical drama","Brokaw, “The Repertory”, Fall 1974, p. 32",Company: Compañía Hernández-Villalongín,https://stages.blogs.rice.edu/texas
"September 25, 1912","San Antonio, TX",La hija del rey by José Peón y Contreras,"Brokaw, “The Repertory”, Fall 1974, p. 32",Company: Compañía Hernández-Villalongín,https://stages.blogs.rice.edu/texas
October 1915,"San Antonio, TX

San Fernando Cathedral Hall","Los hijos del Pirato Rojo 
María la emparedada 
Tierra baja 
La huérfana de Bruselas","Kanellos, A History, 1990, p. 74.",Company: Compañía Hernández-Villalongín,https://stages.blogs.rice.edu/texas
"November, 1915","Laredo, TX",El sueño del Malvado by José María García,"Brokaw, “The Repertory”, Fall 1974, p. 30",Company: Compañía Hernández-Villalongín,https://stages.blogs.rice.edu/texas
"November, 1915","San Antonio, TX",La mancha de sangre by Ramón Valladares y Saavedra,"Brokaw, “The Repertory”, Fall 1974, p. 34",Company: Compañía Hernández-Villalongín,https://stages.blogs.rice.edu/texas
"July 7, 1917","Del Rio, TX","El ejemplo de la ley, los dos ajusticiados","Brokaw, “The Repertory”, Fall 1974, p. 33",Company: Compañía Hernández-Villalongín,https://stages.blogs.rice.edu/texas
1918,"San Antonio, TX 
San Fernando Cathedral Hall","El grito de Dolores o el cura Hidalgo 
El cinco de Mayo 
Maximiliano I, o el cerro de las campanas","Kanellos, A History, 1990, p. 74.",Company: Compañía Hernández-Villalongín,https://stages.blogs.rice.edu/texas
"March 9, 1919","San Antonio, TX 
Teatro Salón de la Unión",La mujer adúltera by José Pérez Escrich,"Kanellos, A History, 1990, p. 74.",Company: Compañía Hernández-Villalongín,https://stages.blogs.rice.edu/texas
"December 121, 9123","San Antonio, TX",El cuarto mandamiento by Miguel Pastorfido,"Brokaw, “The Repertory”, Fall 1974, p. 32",Company: Compañía Hernández-Villalongín,https://stages.blogs.rice.edu/texas
1926,"San Antonio, TX",Diálogo tapatío,"Brokaw, “The Repertory”, Fall 1974, p. 31",Company: Compañía Hernández-Villalongín,https://stages.blogs.rice.edu/texas
"March 19, 1976","Chamizal National Memorial, El Paso",El lacayo fingida by Lope de Vega,"El Paso Times, March 18, 1976, p. 38

El Paso Times, March 20, 1976, p. 30",Company: Spanish Department at the University of North Carolina,https://stages.blogs.rice.edu/chamizal
"March 20, 1976","Chamizal National Memorial, El Paso",Los melindres de Belisa by Lope de Vega,"El Paso Times, March 18, 1976, p. 38",Company: University of Puerto Rico,https://stages.blogs.rice.edu/chamizal
"March 26, 1976","Chamizal National Memorial, El Paso",Entremeses Cervantinos by Miguel de Cervantes,"El Paso Times, March 18, 1976, p. 38
El Paso Times, March 27, 1976, p. 26",Company: Teatro Experimental Juárez,https://stages.blogs.rice.edu/chamizal
"March 27, 1976","Chamizal National Memorial, El Paso",La Celestina by Fernando de Rojas,"Reid, “Chamizal Siglo de Oro Festival (March 1977)”, 1977, p. 58","Company: Repertorio Español (NY)

Director: René Buch",https://stages.blogs.rice.edu/chamizal
"March 15-25, 1977","Chamizal National Memorial, El Paso",Fuenteovejuna by Lope de Vega,"Reid, “Chamizal Siglo de Oro Festival (March 1977)”, 1977, p. 44",Company: Universidad Autónoma de Chihuahua (Chihuahua City),https://stages.blogs.rice.edu/chamizal
"March 15-25, 1977","Chamizal National Memorial, El Paso",Entremeses by Quiñones de Benavente,"Reid, “Chamizal Siglo de Oro Festival (March 1977)”, 1977, p. 44","Company: La Sociedad Hispánica Carolinesa of the University of North Carolina

Director: Alva Ebersole",https://stages.blogs.rice.edu/chamizal
"March 15-25, 1977","Chamizal National Memorial, El Paso",Peribañez y el comendador de Ocaña by Lope de Vega,"Reid, “Chamizal Siglo de Oro Festival (March 1977)”, 1977, p. 44","Company: Center for the Hispanic Preforming Arts, U of Colorado, Boulder 

Director: Professor Donald R. Wadley",https://stages.blogs.rice.edu/chamizal
"March 15-25, 1977","Chamizal National Memorial, El Paso",Los habladores and El Viejo celoso (entremeses) by Cervantes,"Reid, “Chamizal Siglo de Oro Festival (March 1977)”, 1977, p. 44","Company: La Compañía Teatro Bilingüe from Texas A&I University (Kingsville, TX)

Director: Joseph Rosenberg",https://stages.blogs.rice.edu/chamizal
"March 25-25, 1977","Chamizal National Memorial, El Paso",La dama duende by Pedro Calderón de la Barca,"Reid, “Chamizal Siglo de Oro Festival (March 1977)”, 1977, p. 58","Company: Repertorio Español (NY)

Director: René Buch",https://stages.blogs.rice.edu/chamizal
"March 15-25, 1977","Chamizal National Memorial, El Paso",La verdad sospechosa by Juan Ruiz de Alarcón,"Reid, “Chamizal Siglo de Oro Festival (March 1977)”, 1977, p. 58","Company: Teatro Experimental Juárez

Director: Garcia Pasquel de Chávez Calderón",https://stages.blogs.rice.edu/chamizal
"March 15-25, 1977","Chamizal National Memorial, El Paso",Los pasos de Lope de Rueda,"Reid, “Chamizal Siglo de Oro Festival (March 1977)”, 1977, p. 58","Company: Grupo Tepsis of Onésimo Ramos (Ciudad Juárez) 

Director: Onésimo Ramos",https://stages.blogs.rice.edu/chamizal
"March 7-18, 1978","Chamizal National Memorial, El Paso",Las aceitunas by Lope de Rueda,"Jaraba-Pardo, “III Festival del Siglo de Oro (Chamizal).” 1979, p. 112","Company: La Compañía Teatro Bilingüe from Texas A&I University (Kingsville, TX) 

Director: J. Ed. Arraiza",https://stages.blogs.rice.edu/chamizal
"March 7-18, 1978","Chamizal National Memorial, El Paso",El barbero,"Jaraba-Pardo, “III Festival del Siglo de Oro (Chamizal).” 1979, p. 112","Company: La Compañía Teatro Bilingüe from Texas A&I University (Kingsville, TX) 

Director: J. Ed. Arraiza",https://stages.blogs.rice.edu/chamizal
"March 7-18, 1978","Chamizal National Memorial, El Paso",La cueva de Salamanca by Cervantes,"Jaraba-Pardo, “III Festival del Siglo de Oro (Chamizal).” 1979, p. 112","Company: La Compañía Teatro Bilingüe from Texas A&I University (Kingsville, TX) 

Director: J. Ed. Arraiza",https://stages.blogs.rice.edu/chamizal
"March 7-18, 1978","Chamizal National Memorial, El Paso",Los empeños de una casa,"Jaraba-Pardo, “III Festival del Siglo de Oro (Chamizal).” 1979, p. 112","Company: Departamento de Español de la Universidad de Nuestra Señora del Lago (San Antonio, TX)

Director: María Carlina Flores",https://stages.blogs.rice.edu/chamizal
"March 7-18, 1978","Chamizal National Memorial, El Paso",2 entremeses by Sor Juana Inés de la Crúz,"Jaraba-Pardo, “III Festival del Siglo de Oro (Chamizal).” 1979, p. 112","Company: Departamento de Español de la Universidad de Nuestra Señora del Lago (San Antonio, TX)

Director: María Carlina Flores",https://stages.blogs.rice.edu/chamizal
"March 7-18, 1978","Chamizal National Memorial, El Paso",La vida es sueño by Calderón de la Barca,"Jaraba-Pardo, “III Festival del Siglo de Oro (Chamizal).” 1979, p. 112","Company: Departamento de Drama de la Universidad de Arizona

Director: Alexander Chrestopoulos",https://stages.blogs.rice.edu/chamizal
"March 7-18, 1978","Chamizal National Memorial, El Paso",El gran teatro del mundo by Calderón de la Barca,"Jaraba-Pardo, “III Festival del Siglo de Oro (Chamizal).” 1979, pp. 112–14.","Company: Grupo Prometeo de Miami-Dade Community College (Miami, FL)

Director: María Teresa Rojas",https://stages.blogs.rice.edu/chamizal
"March 7-18, 1978","Chamizal National Memorial, El Paso",El anzeulo de Fenisa by Lope de Vega,"Jaraba-Pardo, “III Festival del Siglo de Oro (Chamizal).” 1979, p. 114","Company: Grupo Tepsis of Onésimo Ramos (Ciudad Juárez)

Director: Onésimo Ramos",https://stages.blogs.rice.edu/chamizal
"March 7-18, 1978","Chamizal National Memorial, El Paso",El burlador de Sevilla by Tirso de Molina,"Jaraba-Pardo, “III Festival del Siglo de Oro (Chamizal).” 1979, p. 114","Company: Compañía de Teatro Bilingüe Los Pobres (El Paso, TX)

Director: Robbie Jean Farley",https://stages.blogs.rice.edu/chamizal
"March 9, 1979","Chamizal National Memorial, El Paso",La dama boba by Lope de Vega,"Dietz, “Fourth Siglo de Oro Drama Festival (Chamizal).” 1979, p. 82","Company: Promethean Players of Miami-Dade Community College, Miami, Florida

Director: Maria Teresa Rojas",https://stages.blogs.rice.edu/chamizal
"March 10, 1979","Chamizal National Memorial, El Paso",Poesia by Sor Juana Inés de la Cruz,"Dietz, “Fourth Siglo de Oro Drama Festival (Chamizal).” 1979, pp. 82–83","Company: Compañía Titular del Colegio de Bachilleres (Mexico City)

Director: Juan Ignacio Orozco",https://stages.blogs.rice.edu/chamizal
"March 11, 1979","Chamizal National Memorial, El Paso",Doña Endrina from El libro de buen amor by Juan Ruiz de Alarcón,"Dietz, “Fourth Siglo de Oro Drama Festival (Chamizal).” 1979, pp. 82–83","Company: Compañía Titular del Colegio de Bachilleres (Mexico City)

Director: Juan Ignacio Orozco",https://stages.blogs.rice.edu/chamizal
"March 11, 1979","Chamizal National Memorial, El Paso",Los mirones (entremes by Cervantes),"Dietz, “Fourth Siglo de Oro Drama Festival (Chamizal).” 1979, pp. 82–83","Company: Compañía Titular del Colegio de Bachilleres (Mexico City)

Director: Juan Ignacio Orozco",https://stages.blogs.rice.edu/chamizal
"March 12, 1979","Chamizal National Memorial, El Paso",Fuenteovejuna by Lope de Vega,"Dietz, “Fourth Siglo de Oro Drama Festival (Chamizal).” 1979, p. 83",Company: Company  de Teatro de Albuquerque of the University of Albuquerque,https://stages.blogs.rice.edu/chamizal
"March 13, 1979","Chamizal National Memorial, El Paso",El divinio Narciso by Sor Juana Inés de la Cruz,"Dietz, “Fourth Siglo de Oro Drama Festival (Chamizal).” 1979, p. 83","Company: Hispanic Repertoire Theater
from Our Lady of the Lake University (San Antonio)",https://stages.blogs.rice.edu/chamizal
"March 14, 1979","Chamizal National Memorial, El Paso",La hermosa fea by Lope de Vega,"Dietz, “Fourth Siglo de Oro Drama Festival (Chamizal).” 1979, p. 83",Company: Compañía de Teatro de la Universidad de Guadalajara,https://stages.blogs.rice.edu/chamizal
"March 15, 1979","Chamizal National Memorial, El Paso","El mejor alcalde, el rey by Lope de Vega","Dietz, “Fourth Siglo de Oro Drama Festival (Chamizal).” 1979, p. 83",Company: Department of Drama and Speech of the University of Texas at El Paso,https://stages.blogs.rice.edu/chamizal
"March 16, 1979","Chamizal National Memorial, El Paso",El cerco de Numanica by Cervantes,"Dietz, “Fourth Siglo de Oro Drama Festival (Chamizal).” 1979, p. 84","Company: Los Teatristas of the Casa Cultura de Aguascalientes

Director: Jorge Galvan",https://stages.blogs.rice.edu/chamizal
"March 17, 1979","Chamizal National Memorial, El Paso",Don Gil de las calzas verdes by Tirso de Molina,"Dietz, “Fourth Siglo de Oro Drama Festival (Chamizal).” 1979, p. 84","Company: University of Puerto Rico at Rio Piedras

Director: Dean Zayas",https://stages.blogs.rice.edu/chamizal
"March 18, 1979","Chamizal National Memorial, El Paso",Romeo y Julieta,"Dietz, “Fourth Siglo de Oro Drama Festival (Chamizal).” 1979, pp. 84",Company: Repertorio Español (NY),https://stages.blogs.rice.edu/chamizal
"March 23, 1979","Chamizal National Memorial, El Paso",El gran teatro del mundo,"Dietz, “Fourth Siglo de Oro Drama Festival (Chamizal).” 1979, pp. 84-85",Company: Taller de Teatro de la Universidad Autónoma,https://stages.blogs.rice.edu/chamizal
"March 24, 1979","Chamizal National Memorial, El Paso",3 entremeses by Cervantes: La guarda cuidadosa; El retablo de las maravillas; La cueva de Salamanca,"Dietz, “Fourth Siglo de Oro Drama Festival (Chamizal).” 1979, p. 85","Director: Roberto Salas Herrera

Company: Teatro Experimental",https://stages.blogs.rice.edu/chamizal
"March 7, 1980","Chamizal National Memorial, El Paso",Amor es más laberinto by Sor Juana Inés de la Cruz,"Pérez-Pisonero and Rodríguez. “Fifth Siglo de Oro Drama Festival.” 1980, pp. 79","Company: Grupo de la Escuela de Arte Teatral del Instituto Nacional de Bellas Artes de México (México, D.F.)",https://stages.blogs.rice.edu/chamizal
"March 8, 1980","Chamizal National Memorial, El Paso",El caballero de Olmedo by Lope de Vega,"Pérez-Pisonero and Rodríguez. “Fifth Siglo de Oro Drama Festival.” 1980, pp. 79","Company: Taller de Teatro Universitario de la Universidad Autónoma de Nuevo León (Monterrey, México)",https://stages.blogs.rice.edu/chamizal
"March 11, 1980","Chamizal National Memorial, El Paso",Los pasos by Lope de Rueda,"Pérez-Pisonero and Rodríguez. “Fifth Siglo de Oro Drama Festival.” 1980, pp. 79, 81","Company: Escuela de Bellas Artes de la Universidad Autónoma de Chihuahua (Chihuahua, México)",https://stages.blogs.rice.edu/chamizal
"March 12, 1980","Chamizal National Memorial, El Paso",La amistad en peligro by José de Valdivieso,"Pérez-Pisonero and Rodríguez. “Fifth Siglo de Oro Drama Festival.” 1980, pp. 79","Company: Taller de Teatro Universitario de Veracruz (Jalapa, México)",https://stages.blogs.rice.edu/chamizal
"March 13, 1980","Chamizal National Memorial, El Paso",Las paredes oyen by Ruiz de Alarcón,"Pérez-Pisonero and Rodríguez. “Fifth Siglo de Oro Drama Festival.” 1980, pp. 79","Company: Taller de Teatro, Instituto de Ciencias Sociales, y Administración de la Universidad Nacional Autónoma de Ciudad Juárez (Chihuahua, México)",https://stages.blogs.rice.edu/chamizal
"March 14, 1980","Chamizal National Memorial, El Paso",Los empeños de un engaño by Ruiz de Alarcón,"Pérez-Pisonero and Rodríguez. “Fifth Siglo de Oro Drama Festival.” 1980, pp. 79, 82","Dirección General de Difusión Cultural, Universidad Nacional Autónoma de México, Departamento de Teatro (México, D.F.)",https://stages.blogs.rice.edu/chamizal
"March 15, 1980","Chamizal National Memorial, El Paso",La vida es sueño by Calderón de la Barca,"Pérez-Pisonero and Rodríguez. “Fifth Siglo de Oro Drama Festival.” 1980, pp. 79","Company: Grupo Prometeo, Miami-Dade Community College (Miami, Florida)",https://stages.blogs.rice.edu/chamizal
"March 17, 1980","Chamizal National Memorial, El Paso",La creación del mundo y Primera cuple del hombre by Lope de Vega,"Pérez-Pisonero and Rodríguez. “Fifth Siglo de Oro Drama Festival.” 1980, pp. 80","Company: The Student Association, University of Texas at El Paso (El Paso, Texas)",https://stages.blogs.rice.edu/chamizal
"March 18, 1980","Chamizal National Memorial, El Paso",La Celestina by Fernando de Rojas,"Pérez-Pisonero and Rodríguez. “Fifth Siglo de Oro Drama Festival.” 1980, pp. 80, 82",Company: Repertorio Español (NY),https://stages.blogs.rice.edu/chamizal
"March 19, 1980","Chamizal National Memorial, El Paso","Donde hay agravios, no hay celos by Rojas Zorrilla","Pérez-Pisonero and Rodríguez. “Fifth Siglo de Oro Drama Festival.” 1980, pp. 80","Company: Teatristas de Aguascalientes, Casa de la Cultura, Aguascalientes (Aguascalientes, México)",https://stages.blogs.rice.edu/chamizal
"March 20, 1980","Chamizal National Memorial, El Paso",La dama duende by Calderón de la Barca,"Pérez-Pisonero and Rodríguez. “Fifth Siglo de Oro Drama Festival.” 1980, pp. 80, 83","Company: Compañía Pequeño Teatro (Madrid, España)",https://stages.blogs.rice.edu/chamizal
"March 21, 1980","Chamizal National Memorial, El Paso",El gran teatro del mundo by Calderón de la Barca,"Pérez-Pisonero and Rodríguez. “Fifth Siglo de Oro Drama Festival.” 1980, pp. 80","Company: Grupo de Teatro del Instituto del Seguro Social de Chihuahua (Chihuahua, México)",https://stages.blogs.rice.edu/chamizal
"March 22, 1980","Chamizal National Memorial, El Paso",El anzuelo de Fenisa by Lope de Vega,"Pérez-Pisonero and Rodríguez. “Fifth Siglo de Oro Drama Festival.” 1980, pp. 80","Company: Talleres de Teatro, Universidad Autónoma de Hidalgo, Pachuca (Hidalgo, México)",https://stages.blogs.rice.edu/chamizal
"March 6, 1981","Chamizal National Memorial, El Paso",El alcalde de Zalamea by Calderón de la Barca,"Pérez-Pisonero, “El Sexto Festival de Teatro Español de Siglo de Oro.” 1981, p. 79","Company: Teatristas de Aguascalientes, Casa de la Cultura (Aguascalientes, México)",https://stages.blogs.rice.edu/chamizal
"March 7, 1981","Chamizal National Memorial, El Paso",El médico de su honra by Calderón de la Barca,"Pérez-Pisonero, “El Sexto Festival de Teatro Español de Siglo de Oro.” 1981, p. 79","Company: Taller de la Universidad Autónoma Metropolitana, Unidad Iztapalapa (México, D.F)",https://stages.blogs.rice.edu/chamizal
