"February 5– March 7, 2004",GALA Theatre Venue,"La dama duende by Calderón de la Barca, In Spanish with simultaneous English interpretation",Past Productions,"Company: GALA Hispanic Theatre

Author (of translation): James Nelson Navoa 

Producer: Abel López

Director: Hugo Medrano

Assistant Director: Laura Quiroga

Stage Manager: María Jimena Paz",https://stages.blogs.rice.edu/washington-dc
"November 5, 2004",GALA Theatre Venue,"Don Juan Tenorio by José Zorilla, staged reading",Past Productions,"Company: GALA Hispanic Theatre

Director: Laura Quiroga",https://stages.blogs.rice.edu/washington-dc
"February 17- March 13, 2005",GALA Theatre Venue,"Yerma by Lorca, In Spanish with simultaneous English interpretation",Past Productions,"Company: GALA Hispanic Theatre

Author (of translation): Caridad Svich

Producer: Abel López

Director: Hugo Medrano

Assistant Director: Laura Quiroga

Stage Manager: María Jimena Paz",https://stages.blogs.rice.edu/washington-dc
"April 27-May 27, 2006",GALA Theatre Venue,"Los pecados de Sor Juana, In Spanish with English Surtitles",Past Productions,"Company: GALA Hispanic Theatre

Author (of translation): Karen Zacarías

Producer: Hugo Medrano

Director: Abel López

Stage Manager: Alexander Fernández",https://stages.blogs.rice.edu/washington-dc
"September 28-October 22, 2006",GALA Theatre Venue,"Valor, agravio y mujer by Ana Caro, In Spanish with English Surtitles",Past Productions,"Company: GALA Hispanic Theatre

Author (of translation): Amy Williamson

Producer: Abel López

Director: Hugo Medrano

Stage Manager: Mariana Osorio",https://stages.blogs.rice.edu/washington-dc
"April 3-27, 2008",GALA Theatre Venue,"Bodas de sangre by Lorca, In Spanish with English surtitles",Past Productions,"Company: GALA Hispanic Theatre

Authors (of translation): James Graham-Lujan and Richard L. O’Connell

Producer: Abel López

Director: Hugo Medrano

Stage Manager: José Abraham",https://stages.blogs.rice.edu/washington-dc
"January 29-February 22, 2009",GALA Theatre Venue,"El mejor alcalde, el rey by Lope de Vega, In Spanish with English surtitles",Past Productions,"Company: GALA Hispanic Theatre

Author (of translation): Heather McKay

Producer: Abel López

Director: Macarena Baeza

Stage Manager: Hannah Nielsen-Jones",https://stages.blogs.rice.edu/washington-dc
"April 8-May 2, 2010",GALA Theatre Venue,"El retablillo de Don Cristóbal by Lorca, In Spanish with English surtitles",Past Productions,"Company: GALA Hispanic Theatre

Author (of translation): Edwin Honig

Producer: Hugo Medrano

Director: Adhemar Bianchi and Ximena Bianchi

Stage Manager: Mel Bieler",https://stages.blogs.rice.edu/washington-dc
"Septemer 16- October 17, 2010",GALA Theatre Venue,"El caballero de Olmedo by Lope de Vega, In Spanish with English surtitles",Past Productions,"Company: GALA Hispanic Theatre; Acción Sur (Spain)

Author (of translation): Dawn Smith 

Authors (of adaptation): Mar Zubieta and Francisco Rojas

Director: José Luis Arellano-García

Producer: Abel López

Stage Manager: Andrés Holder",https://stages.blogs.rice.edu/washington-dc
"February 22-March 1, 2012",GALA Theatre Venue,Las aventuras de Don Quijote de La Mancha,Past Productions,"Company: GALA Hispanic Theatre

Author (of translation): Cornelia Cody

Author (of adaptation): Patricia Suárez

Director: Hugo Medrano

Musical Direction: Andrés Holder",https://stages.blogs.rice.edu/washington-dc
"March 18-28, 2013",GALA Theatre Venue,Las aventuras de Don Quijote de La Mancha,Past Productions,"Company: GALA Hispanic Theatre

Author (of translation): Cornelia Cody

Author (of adaptation): Patricia Suárez

Directed by Hugo Medrano

Musical Direction by Andrés Holder

Stage Manager: Amy Norton",https://stages.blogs.rice.edu/washington-dc
"September 13 - October 7, 2012",GALA Theatre Venue,"El desdén con el desdén by Agustín Moreto, In Spanish with English surtitles",Past Productions,"Company: GALA Hispanic Theatre

Director: Hugo Medrano

Author (of translation): Heather McKay

Producer: Abel López

Stage Manager: Cecilia Cackley",https://stages.blogs.rice.edu/washington-dc
"September 12 – October 6, 2013",GALA Theatre Venue,"CABARET BARROCO… Interludes of Spain’s Golden Age (original authors: Pedro Calderón de la Barca, Luis Quiñones de Benavente, Jerónimo de Cáncer, Agustín
Moreto, Francisco de Quevedo, Francisco Bernardo de Quirós), In Spanish with English surtitles",Past Productions,"Company: GALA Hispanic Theatre

Authors (of adaptation): Mar Zubieta and Francisco Rojas

Author (of translation): David Johnston

Director: José Luis Arellano García 

Music composors: David Peralto and Alberto Granados Reguilón 

Music Director: David Peralto 

Producer: Hugo Medrano 

Stage Manager: Ártemis López",https://stages.blogs.rice.edu/washington-dc
"February 5 – March 1, 2015",GALA Theatre Venue,"Los empeños de una casa by Sor Juana Ines de la Cruz, In Spanish with English surtitles",Past Productions,"Company: GALA Hispanic Theatre

Author (of translation): Catherine Boyle

Director: Hugo Medrano

Producer: Abel López

Stage Manager: Cecilia Cackley",https://stages.blogs.rice.edu/washington-dc
"October 20-23 and October 26-30, 2015",GALA Theatre Venue,Don Quixote's New Adventures (bilingual),Past Productions,"Company: GALA Hispanic Theatre

Authors (of adaptation): Patricia Suárez and Cornelia Cody

Directed by Cornelia Cody

Producer: Hugo Medrano

Stage Manager: Tsaitami Duchicela",https://stages.blogs.rice.edu/washington-dc
"September 10-October 4, 2015",GALA Theatre Venue,"Yerma by Lorca, In Spanish with English surtitles",Past Productions,"Company: GALA Hispanic Theatre

Author (of adaptation): Fernando J. López

Author (of translation): Heather McKay

Director: José Luiz Arellano García

Producer: Hugo Medrano 

Stage Manager: Kathryn Dooley",https://stages.blogs.rice.edu/washington-dc
"September 8 - October 2, 2016",GALA Theatre Venue,"El último Quijote, In Spanish with English surtitles",Past Productions,"Company: GALA Hispanic Theatre

Author (of adaptation): Jordi Casanovas

Director: José Luis Arellano

Producer: Hugo Medrano

Stage Manager: Nelly Díaz Rodriguez",https://stages.blogs.rice.edu/washington-dc
"September 7-October 1, 2017",GALA Theatre Venue,"Don Juan Tenorio by Lope de Vega, In Spanish with English surtitles",Past Productions,"Company: GALA Hispanic Theatre

Author (of translation): Jose Carrasquillo

Director: Jose Carrasquillo

Producer: Hugo Medrano

Stage Manager: Nelly Díaz Rodriguez",https://stages.blogs.rice.edu/washington-dc
"August 3, 2018",GALA Theatre Venue,Blood Wedding by Lorca (bilingual adaptation),Past Productions,"Company: GALA Hispanic Theatre; Paso Nuevo Youth Program

Author (of adaptation): Cornelia Cody

Director: Mauricio Pita

Performers: Paso Nuevo and SYEP Youth

Stage Manager: Leidy Hernández",https://stages.blogs.rice.edu/washington-dc
"September 12- October 13, 2019",GALA Theatre Venue,"La vida es sueño by Calderón de la Barca, In Spanish with English surtitles",Past Productions,"Company: GALA Hispanic Theatre

Author (of adaptation): Nando López

Director: Hugo Medrano

Producer: Abel López 

Stage Manager: Eric Swarts",https://stages.blogs.rice.edu/washington-dc
"October 29th -November 22nd , 2020",GALA Theatre Venue,The Dog in the Manger (translation of Lope de Vega's work),Past Productions,"Company: GALA Hispanic Theatre

Author (of translation): Heather McKay

Director: José Zayas

Producer: Hugo Medrano 

Stage manager: P. Vanessa Losada",https://stages.blogs.rice.edu/washington-dc
"December 2nd – January 31st, 2021",GALA Theatre Venue,"El perro del hortelano by Lope de Vega, In Spanish with English surtitles (Paco Gámez Version)",Past Productions,"Company: GALA Hispanic Theatre

Author (of translation): Heather McKay

Director: José Zayas

Producer: Hugo Medrano 

Stage manager: P. Vanessa Losada",https://stages.blogs.rice.edu/washington-dc
"October 4, 2019","Chicago, IL

Instituto Cervantes",The Dialogue of the Dogs by Miguel de Cervantes,Instituto Cervantes,"Actor/Actress: Francisco Negro (Berganza), Mayte Bona (Cipión), Felipe Santiago

Director: Francisco Negro

Company: Morfeo Teatro",https://stages.blogs.rice.edu/illinois
"October 16-20, 2013","Terre Haute, IN

New Theater, Indiana State University",Life is a Dream by Pedro Calderón de la Barca,Tribune Star,"Actor/Actress: Nicole Hill, Tommy McGee, Dylan Gentilcore, Luke Carr, Geno Hill, Phillip Hargro, Charles Adams, Rayanna Bibbs, Rashad Ellis, Brian Kogut

Director: Professor Arthur Feinsod

Company: Indiana State theater department",https://stages.blogs.rice.edu/indiana
"February 10-12, 2022","Bloomington, IN

Ruth N. Halls Theatre, University of Indiana",Life is a Dream by Pedro Calderón de la Barca,IDS News,"Actor/Actress: Gavin Douglas (King Basilio)

Director: Daniel Sappington

Company: University of Indiana graduate theater department",https://stages.blogs.rice.edu/indiana
April/May 1986,"Iowa City, IA

Johnson Country Fairgrounds",Don Quixote by Miguel de Cervantes,Iowa City Community Theatre,"Actor/Actress: 

Director: 

Company: Iowa City Community Theatre",https://stages.blogs.rice.edu/iowa
2003-2004,"Iowa City, IA

Johnson Country Fairgrounds",Don Quixote by Miguel de Cervantes,Iowa City Community Theatre,"Actor/Actress: 

Director: 

Company: Iowa City Community Theatre",https://stages.blogs.rice.edu/iowa
"June 23-26, 2011","Washington, IA",Don Quixote by Miguel de Cervantes,"Iowa Theatre
Iowa Theatre","Actor/Actress: Mike Jewell (Don Quixote), Rebekah Trotter (Aldonza), Beth McBride (Houskeeper), Mackenzie Roth (Antonia), Brian Langer (Father)

Director: Don Hughes

Company: Washington Community Theatre",https://stages.blogs.rice.edu/iowa
"April 25-27, May 2-4, 2014","Iowa City, IA

Johnson Country Fairgrounds",Don Quixote by Miguel de Cervantes,Little Village Magazine,"Actor/Actress: 

Director: 

Company: Iowa City Community Theatre",https://stages.blogs.rice.edu/iowa
"October 24, 2015","University of Iowa, 
Iowa City, IA

Riverside Recital Hall",Don Quixote by Miguel de Cervantes,Press Citizen,"Actor/Actress: Steven Swanson (Don Quixote), John Muriello (Sancho Panza), Katherine Eberle (Housekeeper), Kristen Behrendt DeGrazia (Aldonza)

Director: Josh Sazon, Ed Kottick

Company: University of Iowa’s School of Music",https://stages.blogs.rice.edu/iowa
"November 11-19, 2022","Orange City, IA

DeWitt Theatre Arts Center",Life is a Dream by Pedro Calderón de la Barca,Northwestern College,"Actor/Actress: 

Director: Dr. Robert Hubbard

Company: Northwestern College Theatre Department",https://stages.blogs.rice.edu/iowa
"October 14-22, 2022","Lawrence, KS

William Inge Memorial Theater, The University of Kansas",La Prueba de los Ingenios by Lope de Vega,The University of Kansas,"Actor/Actress: Betsy Armstrong (Florela), Cooper Holmes (Ricardo), Farrukhbek Varisov (Alejandro), Marek Skeeba (Camacho), Allison Fitz-Simmons (Laura), Promita Dey (Finea), Myles Hollie (Paris), Asher Suski (Estacio), Basia Schendzielos (Duchess of Ferrara)

Director: Caridad Svich and Paris Clayton III

Company: University Theatre of KU’s Department of Theatre & Dance",https://stages.blogs.rice.edu/kansas
"June 8-9, 2012","Louisville, KY

The Rudyard Kipling",The Love of Don Perlimplín and Belisa in the Garden by Federico García Lorca,El Delirio Producciones,"Actor/Actress: 

Director: 

Company: El Delirio Producciones",https://stages.blogs.rice.edu/kentucky
"April 18-26, 2014","Louisville, KY

The Bard’s Town Theater",The Love of Don Perlimplín and Belisa in the Garden by Federico García Lorca,Louisville Public Media,"Actor/Actress: Angie Williams (Belisa), Alberto Moreno Perlimplín, Guillermo Solano (Marcolfa), Lucy Romero, Annly Lorena Perez, Violeta Mahecha

Director: Jaycee Padilla and Angie Williams

Company: El Delirio Producciones",https://stages.blogs.rice.edu/kentucky
,,,,,https://stages.blogs.rice.edu/kentucky
,,,,,https://stages.blogs.rice.edu/kentucky
"April 18-28, 2013","Minneapolis, MN

Ritz Theater",Inspired by the life of Federico García Lorca,Teatro del Pueblo,"Actor/Actress: 

Director: Alberto Justiniano

Company: Pangea World Theater and Teatro del Pueblo",https://stages.blogs.rice.edu/minnesota
January 2014,"January 2014

St. Paul, MN",Don Quixote by Miguel de Cervantes,Teatro del Pueblo,"Actor/Actress: 

Director: 

Company: Teatro Malayerba and Teatro del Pueblo",https://stages.blogs.rice.edu/minnesota
October 2012,"Lincoln, NE

University of Nebraska-Lincoln","Valor, Agravio, y Mujer by Ana Caro de Mallén",The Daily Nebraskan,"Actor/Actress: Billy Jones (Don Fernando and Rufino), Patrick Stayer (Ludovico), David Fox (Don Juan de Córdoba), Kayla Krammer (Doña Leonora)

Director: Ian Borden

Company: University of Nebraska-Lincoln (UNL) University Theater",https://stages.blogs.rice.edu/nebraska
September 2018,"Cleveland, OH

LatinUS Blackbox Theater",La Cueva de Salamanca by Miguel de Cervantes,LatinUs Theater Co,"Actor/Actress: 

Director: Monica Torres, John Rivera-Resto, Kivin Bauzo

Company: LatinUS Theater Company",https://stages.blogs.rice.edu/ohio
"March 24, 2019","Delaware, OH

Studio Theater, Ohio Wesleyan University",Life is a Dream by Pedro Calderón de la Barca,Delaware Gazette,"Actor/Actress: Sandra Arpa and Paula Rodríguez

Director: Sandra Arpa and Paula Rodríguez

Company: Teatro Inverso",https://stages.blogs.rice.edu/ohio
1900,"San Antonio, TX",,"Kanellos, A History, 1990, p. 71.",Company: Compañía Concepción Hernández-Villalongín,https://stages.blogs.rice.edu/texas
"March 11, 1911","San Antonio, TX","Una limosna por Dios
1 act play","Brokaw, “The Repertory”, Fall 1974, p. 27",Company: Compañía Hernández-Villalongín,https://stages.blogs.rice.edu/texas
"August 31, 1911","San Antonio, TX",La llorona by Francisco C. Neve,"Brokaw, “The Repertory”, Fall 1974, p. 31",Company: Compañía Hernández-Villalongín,https://stages.blogs.rice.edu/texas
"May and September, 1911","San Francisco, TX

Teatro Aurora","El jorobado o Enrique Lagardere 
Los damas de París o las dos huérfanas 
Don Juan Tenorio 
Chucho el Roto 
La abadía de Castro","Kanellos, A History, 1990, p. 74.",Company: Compañía Hernández-Villalongín,https://stages.blogs.rice.edu/texas
"September 11, 1911","San Antonio, TX",Basta de suegros (1 act comedy) by Eduardo Lustono,"Brokaw, “The Repertory”, Fall 1974, p. 31",Company: Compañía Hernández-Villalongín,https://stages.blogs.rice.edu/texas
"November 28, 1911","San Antonio, TX","San Felipe de Jesus 
4 act historical drama","Brokaw, “The Repertory”, Fall 1974, p. 32",Company: Compañía Hernández-Villalongín,https://stages.blogs.rice.edu/texas
"September 25, 1912","San Antonio, TX",La hija del rey by José Peón y Contreras,"Brokaw, “The Repertory”, Fall 1974, p. 32",Company: Compañía Hernández-Villalongín,https://stages.blogs.rice.edu/texas
October 1915,"San Antonio, TX

San Fernando Cathedral Hall","Los hijos del Pirato Rojo 
María la emparedada 
Tierra baja 
La huérfana de Bruselas","Kanellos, A History, 1990, p. 74.",Company: Compañía Hernández-Villalongín,https://stages.blogs.rice.edu/texas
"November, 1915","Laredo, TX",El sueño del Malvado by José María García,"Brokaw, “The Repertory”, Fall 1974, p. 30",Company: Compañía Hernández-Villalongín,https://stages.blogs.rice.edu/texas
"November, 1915","San Antonio, TX",La mancha de sangre by Ramón Valladares y Saavedra,"Brokaw, “The Repertory”, Fall 1974, p. 34",Company: Compañía Hernández-Villalongín,https://stages.blogs.rice.edu/texas
"July 7, 1917","Del Rio, TX","El ejemplo de la ley, los dos ajusticiados","Brokaw, “The Repertory”, Fall 1974, p. 33",Company: Compañía Hernández-Villalongín,https://stages.blogs.rice.edu/texas
1918,"San Antonio, TX 
San Fernando Cathedral Hall","El grito de Dolores o el cura Hidalgo 
El cinco de Mayo 
Maximiliano I, o el cerro de las campanas","Kanellos, A History, 1990, p. 74.",Company: Compañía Hernández-Villalongín,https://stages.blogs.rice.edu/texas
"March 9, 1919","San Antonio, TX 
Teatro Salón de la Unión",La mujer adúltera by José Pérez Escrich,"Kanellos, A History, 1990, p. 74.",Company: Compañía Hernández-Villalongín,https://stages.blogs.rice.edu/texas
"December 121, 9123","San Antonio, TX",El cuarto mandamiento by Miguel Pastorfido,"Brokaw, “The Repertory”, Fall 1974, p. 32",Company: Compañía Hernández-Villalongín,https://stages.blogs.rice.edu/texas
1926,"San Antonio, TX",Diálogo tapatío,"Brokaw, “The Repertory”, Fall 1974, p. 31",Company: Compañía Hernández-Villalongín,https://stages.blogs.rice.edu/texas
1900,"San Antonio, TX",,"Kanellos, A History, 1990, p. 71.",Company: Compañía Concepción Hernández-Villalongín,https://stages.blogs.rice.edu/texas
"March 11, 1911","San Antonio, TX","Una limosna por Dios
1 act play","Brokaw, “The Repertory”, Fall 1974, p. 27",Company: Compañía Hernández-Villalongín,https://stages.blogs.rice.edu/texas
"August 31, 1911","San Antonio, TX",La llorona by Francisco C. Neve,"Brokaw, “The Repertory”, Fall 1974, p. 31",Company: Compañía Hernández-Villalongín,https://stages.blogs.rice.edu/texas
"May and September, 1911","San Francisco, TX

Teatro Aurora","El jorobado o Enrique Lagardere 
Los damas de París o las dos huérfanas 
Don Juan Tenorio 
Chucho el Roto 
La abadía de Castro","Kanellos, A History, 1990, p. 74.",Company: Compañía Hernández-Villalongín,https://stages.blogs.rice.edu/texas
"September 11, 1911","San Antonio, TX",Basta de suegros (1 act comedy) by Eduardo Lustono,"Brokaw, “The Repertory”, Fall 1974, p. 31",Company: Compañía Hernández-Villalongín,https://stages.blogs.rice.edu/texas
"November 28, 1911","San Antonio, TX","San Felipe de Jesus 
4 act historical drama","Brokaw, “The Repertory”, Fall 1974, p. 32",Company: Compañía Hernández-Villalongín,https://stages.blogs.rice.edu/texas
"September 25, 1912","San Antonio, TX",La hija del rey by José Peón y Contreras,"Brokaw, “The Repertory”, Fall 1974, p. 32",Company: Compañía Hernández-Villalongín,https://stages.blogs.rice.edu/texas
October 1915,"San Antonio, TX

San Fernando Cathedral Hall","Los hijos del Pirato Rojo 
María la emparedada 
Tierra baja 
La huérfana de Bruselas","Kanellos, A History, 1990, p. 74.",Company: Compañía Hernández-Villalongín,https://stages.blogs.rice.edu/texas
"November, 1915","Laredo, TX",El sueño del Malvado by José María García,"Brokaw, “The Repertory”, Fall 1974, p. 30",Company: Compañía Hernández-Villalongín,https://stages.blogs.rice.edu/texas
"November, 1915","San Antonio, TX",La mancha de sangre by Ramón Valladares y Saavedra,"Brokaw, “The Repertory”, Fall 1974, p. 34",Company: Compañía Hernández-Villalongín,https://stages.blogs.rice.edu/texas
